Machine_ID,Hydraulic_Pressure(bar),Coolant_Temperature,Hydraulic_Oil_Temperature(?C),Spindle_Bearing_Temperature(?C),Downtime
Makino-L3-Unit1-2015,127.9410887,21.8,46.2,38,No_Machine_Failure
Makino-L2-Unit1-2015,126.3007562,21.2,44.6,30.7,No_Machine_Failure
Makino-L1-Unit1-2013,137.8915347,21.2,42.7,38.5,No_Machine_Failure
Makino-L1-Unit1-2013,125.95,26.4,44.1,40.1,Machine_Failure
Makino-L2-Unit1-2015,134.54,24.4,48.7,37.1,Machine_Failure
Makino-L2-Unit1-2015,134.02,30.3,47,38.8,Machine_Failure
Makino-L3-Unit1-2015,135.93,29.8,53.5,39.2,Machine_Failure
Makino-L1-Unit1-2013,58.45,24.4,49.6,41.5,Machine_Failure
Makino-L3-Unit1-2015,146.7361062,21.2,57.9,33.6,No_Machine_Failure
Makino-L2-Unit1-2015,134.02,17.5,44.6,32.8,Machine_Failure
Makino-L1-Unit1-2013,90.39,27,48.5,40.5,Machine_Failure
Makino-L2-Unit1-2015,82.37,25.6,42.3,40.5,Machine_Failure
Makino-L3-Unit1-2015,98.7,18.1,47.3,35.4,Machine_Failure
Makino-L2-Unit1-2015,50.15,24.4,47,32.6,Machine_Failure
Makino-L2-Unit1-2015,80.24,6.6,45.5,31.6,Machine_Failure
Makino-L1-Unit1-2013,97.01,12,46.6,33.4,Machine_Failure
Makino-L1-Unit1-2013,50.15,30.3,45.5,28.2,Machine_Failure
Makino-L1-Unit1-2013,61.73,36.5,50.6,41,Machine_Failure
Makino-L2-Unit1-2015,98.85,26.4,46,40,Machine_Failure
Makino-L2-Unit1-2015,89.69,29.8,50.3,33.7,Machine_Failure
Makino-L2-Unit1-2015,98.79,29.8,47.5,33.9,Machine_Failure
Makino-L2-Unit1-2015,71.87,26.4,43,34.6,Machine_Failure
Makino-L1-Unit1-2013,115.0018849,20.9,51,,No_Machine_Failure
Makino-L1-Unit1-2013,149.6482884,20.6,50,37.7,No_Machine_Failure
Makino-L2-Unit1-2015,124.8178241,21,42.5,39,No_Machine_Failure
Makino-L3-Unit1-2015,107.5030072,,44.2,35.7,No_Machine_Failure
Makino-L3-Unit1-2015,87.82786442,6.8,46.5,27,No_Machine_Failure
Makino-L1-Unit1-2013,,28.7,45.3,34,Machine_Failure
Makino-L2-Unit1-2015,145.5111959,20.9,52,33.2,No_Machine_Failure
Makino-L1-Unit1-2013,95.71492801,4.5,,34.5,No_Machine_Failure
Makino-L3-Unit1-2015,95.71321415,10.6,49.2,38.1,No_Machine_Failure
Makino-L1-Unit1-2013,136.8758706,24.6,52.2,35.7,No_Machine_Failure
Makino-L2-Unit1-2015,93.43,9.3,50.8,31.2,Machine_Failure
Makino-L2-Unit1-2015,145.98,26.3,44.8,31.2,Machine_Failure
Makino-L2-Unit1-2015,127.9513753,24.6,35.8,34.8,No_Machine_Failure
Makino-L1-Unit1-2013,145.2115723,6.8,49.6,33.5,No_Machine_Failure
Makino-L2-Unit1-2015,147.7287132,24.3,48.6,38.4,No_Machine_Failure
Makino-L3-Unit1-2015,131.9981243,24.3,45.5,28.6,No_Machine_Failure
Makino-L1-Unit1-2013,122.6892727,5.7,46.1,35.9,No_Machine_Failure
Makino-L1-Unit1-2013,113.0216605,24.8,49.3,36.5,No_Machine_Failure
Makino-L2-Unit1-2015,63.76,22.5,49.1,36.1,Machine_Failure
Makino-L3-Unit1-2015,136.7261545,24.3,43.9,31.9,No_Machine_Failure
Makino-L1-Unit1-2013,,24.3,50.1,33.8,No_Machine_Failure
Makino-L2-Unit1-2015,140.0312295,24.3,42,40.2,No_Machine_Failure
Makino-L2-Unit1-2015,139.34,13.6,43.4,34.8,Machine_Failure
Makino-L1-Unit1-2013,145.98,25.6,48.9,39.4,Machine_Failure
Makino-L1-Unit1-2013,112.2065125,12.2,53.2,34.1,No_Machine_Failure
Makino-L3-Unit1-2015,133.1846488,8.7,44.8,38.6,No_Machine_Failure
Makino-L2-Unit1-2015,97.96567091,9.9,47.9,37.7,No_Machine_Failure
Makino-L3-Unit1-2015,81.09,30.3,42.2,41.7,Machine_Failure
Makino-L3-Unit1-2015,69.49,29.8,46.8,30.5,Machine_Failure
Makino-L1-Unit1-2013,128.5079883,10.6,45.5,33.4,No_Machine_Failure
Makino-L2-Unit1-2015,96,26.4,54.7,40,Machine_Failure
Makino-L2-Unit1-2015,150.5401964,7.4,44.8,32.4,No_Machine_Failure
Makino-L2-Unit1-2015,92.94,36.5,47.6,35.4,Machine_Failure
Makino-L2-Unit1-2015,110.6077392,24.9,48,37.4,No_Machine_Failure
Makino-L1-Unit1-2013,63.41,27,48.6,28,Machine_Failure
Makino-L2-Unit1-2015,111.1051809,24.5,50.7,34.8,No_Machine_Failure
Makino-L1-Unit1-2013,152.8709071,24.6,46.2,43.7,No_Machine_Failure
Makino-L2-Unit1-2015,121.2938321,24.9,48.9,35.1,No_Machine_Failure
Makino-L1-Unit1-2013,91.32,27,45.4,35.5,Machine_Failure
Makino-L1-Unit1-2013,53.25,25.6,50.9,34.1,Machine_Failure
Makino-L1-Unit1-2013,96.10921934,11.9,47.3,30,No_Machine_Failure
Makino-L1-Unit1-2013,67.56,30.3,47.9,29,Machine_Failure
Makino-L2-Unit1-2015,66.3,27,47.2,33.8,Machine_Failure
Makino-L1-Unit1-2013,98.11,27,43.7,31.7,Machine_Failure
Makino-L3-Unit1-2015,86.7,19.7,46.6,38.6,Machine_Failure
Makino-L1-Unit1-2013,134.54,9.9,45.8,37.9,Machine_Failure
Makino-L3-Unit1-2015,63.76,28.7,49.6,32.7,Machine_Failure
Makino-L2-Unit1-2015,141.14,27,46.9,32.6,Machine_Failure
Makino-L1-Unit1-2013,137.37,28.7,49,35.9,Machine_Failure
Makino-L1-Unit1-2013,55.54,26.4,42.9,36.2,Machine_Failure
Makino-L2-Unit1-2015,90.53,9.4,52.5,40.9,Machine_Failure
Makino-L1-Unit1-2013,137.37,21.5,49.6,42.3,Machine_Failure
Makino-L3-Unit1-2015,106.3888813,22.3,50.7,38.7,No_Machine_Failure
Makino-L2-Unit1-2015,131.8943071,22.4,45.5,32.5,No_Machine_Failure
Makino-L1-Unit1-2013,112.7155055,22.3,48.8,37.2,No_Machine_Failure
Makino-L1-Unit1-2013,103.0866527,11.9,48.3,31.5,No_Machine_Failure
Makino-L2-Unit1-2015,118.6431655,4.5,49.9,36.2,No_Machine_Failure
Makino-L3-Unit1-2015,145.8558585,12.2,44.5,32.1,No_Machine_Failure
Makino-L2-Unit1-2015,96.69,29.8,53.2,36.2,Machine_Failure
